QBfffffffffff	TimeUS	Health	D0	D45	D90	D135	D180	D225	D270	D315	DUp	CAn	CDis
PRX	77102540	2	7.8	0	25.99	0	25.93	0	2	0	0	270	2
PRX	77202604	2	7.71	0	25.99	0	25.98	0	2.24	0	0	270	2.24
PRX	77302466	2	7.66	0	19.94	0	25.99	0	2.51	0	0	270	2.51
PRX	77402378	2	7.65	0	24.48	0	25.99	0	14.34	0	0	0	7.65
PRX	77502583	2	7.59	0	22.46	0	25.99	0	6.13	0	0	270	6.13
PRX	77602493	2	7.65	0	21.84	0	25.99	0	4.34	0	0	270	4.34
PRX	77702432	2	7.73	0	13.43	0	25.99	0	4.29	0	0	270	4.29
PRX	77802406	2	7.76	0	22.85	0	25.99	0	10.06	0	0	0	7.76
PRX	77902429	2	7.87	0	14.18	0	25.99	0	5.99	0	0	270	5.99
PRX	78003022	2	7.92	0	19.3	0	25.99	0	4.69	0	0	270	4.69
PRX	78102407	2	8.03	0	12.59	0	25.99	0	10.95	0	0	0	8.03
PRX	78202463	2	8.17	0	10.59	0	25.99	0	12.82	0	0	0	8.17
PRX	78302495	2	8.36	0	9.73	0	25.99	0	13.49	0	0	0	8.36
PRX	78402633	2	8.51	0	13.37	0	25.99	0	13.87	0	0	0	8.51
PRX	78502546	2	8.75	0	8.97	0	25.99	0	22.96	0	0	0	8.75
PRX	78603018	2	8.98	0	8.16	0	25.99	0	16.59	0	0	90	8.16
PRX	78702464	2	9.3	0	7.74	0	25.99	0	20.59	0	0	90	7.74
PRX	78802470	2	9.51	0	7.51	0	25.99	0	24.64	0	0	90	7.51
PRX	78902482	2	9.81	0	12	0	23.47	0	25.66	0	0	0	9.81
PRX	79002492	2	10.02	0	13.14	0	25.36	0	16.78	0	0	0	10.02
PRX	79102438	2	10.28	0	8.67	0	23.95	0	23.69	0	0	90	8.67
PRX	79202482	2	10.54	0	12.26	0	25.48	0	25.42	0	0	0	10.54
PRX	79302346	2	10.52	0	24.28	0	24.91	0	25.85	0	0	0	10.52
PRX	79402755	2	10.47	0	11.52	0	24	0	21.39	0	0	0	10.47
PRX	79502437	2	10.46	0	22.38	0	25.5	0	10.41	0	0	270	10.41
PRX	79602470	2	10.26	0	11.1	0	25.87	0	9.85	0	0	270	9.85
PRX	79702956	2	9.96	0	8.27	0	25.96	0	9.7	0	0	90	8.27
PRX	79802479	2	9.73	0	7.61	0	25.99	0	9.6	0	0	90	7.61
PRX	79902464	2	9.32	0	7.57	0	25.99	0	9.39	0	0	90	7.57
PRX	80002420	2	8.83	0	7.77	0	25.99	0	9.31	0	0	90	7.77
PRX	80102473	2	8.36	0	8.16	0	25.99	0	9.13	0	0	90	8.16
PRX	80202427	2	8.09	0	8.45	0	25.99	0	8.66	0	0	0	8.09
PRX	80302456	2	7.79	0	8.77	0	25.99	0	8.15	0	0	0	7.79
PRX	80402450	2	7.61	0	9.14	0	25.99	0	7.73	0	0	0	7.61
PRX	80502637	2	7.43	0	9.58	0	25.99	0	7.39	0	0	270	7.39
PRX	80602505	2	7.25	0	10.04	0	25.99	0	6.89	0	0	270	6.89
PRX	80702385	2	7.16	0	10.49	0	25.99	0	6.37	0	0	270	6.37
PRX	80802420	2	7.06	0	10.89	0	25.99	0	6	0	0	270	6
PRX	80902933	2	7.11	0	11.17	0	25.99	0	5.73	0	0	270	5.73
PRX	81002411	2	7.12	0	11.43	0	25.99	0	5.49	0	0	270	5.49
PRX	81102398	2	7.22	0	11.63	0	25.99	0	5.39	0	0	270	5.39
PRX	81202384	2	7.37	0	11.52	0	25.99	0	15.69	0	0	0	7.37
PRX	81302719	2	7.53	0	11.51	0	25.99	0	18.2	0	0	0	7.53
PRX	81402383	2	7.71	0	11.32	0	25.99	0	8.48	0	0	0	7.71
PRX	81502437	2	8.12	0	18.63	0	25.99	0	6.19	0	0	270	6.19
PRX	81602447	2	8.37	0	13.65	0	25.99	0	15.94	0	0	0	8.37
PRX	81703628	2	8.63	0	11.32	0	25.99	0	18.44	0	0	0	8.63
PRX	81802526	2	9	0	18.47	0	25.99	0	15.17	0	0	0	9
PRX	81902460	2	9.24	0	20.17	0	25.99	0	8.42	0	0	270	8.42
PRX	82002480	2	9.5	0	24.54	0	24.31	0	16.46	0	0	0	9.5
PRX	82102475	2	9.69	0	25.63	0	25.57	0	23.61	0	0	0	9.69
PRX	82202508	2	10.03	0	25.9	0	25.89	0	15.83	0	0	0	10.03
PRX	82302565	2	10.46	0	25.97	0	25.97	0	23.45	0	0	0	10.46
PRX	82402418	2	10.65	0	25.99	0	24.04	0	10.96	0	0	0	10.65
PRX	82502489	2	10.71	0	25.99	0	24.48	0	19.32	0	0	0	10.71
PRX	82603314	2	10.88	0	25.99	0	25.62	0	24.33	0	0	0	10.88
PRX	82702834	2	10.91	0	25.99	0	25.9	0	11.04	0	0	0	10.91
PRX	82802397	2	10.81	0	25.99	0	25.97	0	7.71	0	0	270	7.71
PRX	82902400	2	10.58	0	25.99	0	25.99	0	6.78	0	0	270	6.78
PRX	83002367	2	10.48	0	25.99	0	25.99	0	6.56	0	0	270	6.56
PRX	83102366	2	10.09	0	25.99	0	25.99	0	6.46	0	0	270	6.46
PRX	83202424	2	9.76	0	22.08	0	25.99	0	6.47	0	0	270	6.47
PRX	83302635	2	9.36	0	13.17	0	25.99	0	6.51	0	0	270	6.51
PRX	83402419	2	9	0	10.88	0	25.99	0	6.73	0	0	270	6.73
PRX	83502583	2	8.57	0	10.15	0	25.99	0	6.82	0	0	270	6.82
PRX	83602475	2	8.15	0	9.9	0	25.99	0	7.09	0	0	270	7.09
PRX	83702571	2	7.81	0	9.59	0	25.99	0	7.5	0	0	270	7.5
PRX	83802541	2	7.34	0	9.21	0	25.99	0	7.95	0	0	0	7.34
PRX	83902470	2	6.87	0	8.4	0	25.99	0	8.38	0	0	0	6.87
PRX	84002400	2	6.59	0	7.9	0	25.99	0	8.73	0	0	0	6.59
PRX	84102525	2	6.49	0	7.51	0	25.99	0	9.42	0	0	0	6.49
PRX	84202459	2	6.4	0	6.88	0	25.99	0	9.98	0	0	0	6.4
PRX	84302497	2	6.32	0	6.46	0	25.99	0	17.99	0	0	0	6.32
PRX	84402497	2	6.3	0	6.05	0	25.99	0	23.99	0	0	90	6.05
PRX	84502440	2	6.35	0	5.71	0	25.99	0	17.48	0	0	90	5.71
PRX	84602479	2	6.44	0	5.45	0	25.99	0	16.54	0	0	90	5.45
PRX	84702427	2	6.72	0	5.14	0	25.99	0	20.01	0	0	90	5.14
PRX	84802393	2	6.88	0	5.07	0	25.99	0	23.44	0	0	90	5.07
PRX	84902485	2	7.06	0	5.06	0	25.99	0	25.36	0	0	90	5.06
PRX	85002580	2	7.24	0	5.1	0	25.99	0	25.84	0	0	90	5.1
PRX	85102551	2	7.4	0	5.21	0	25.99	0	18.81	0	0	90	5.21
PRX	85202467	2	7.59	0	5.49	0	25.99	0	24.2	0	0	90	5.49
PRX	85302474	2	7.78	0	5.72	0	25.99	0	25.55	0	0	90	5.72
PRX	85402490	2	8.12	0	6.07	0	25.99	0	19.65	0	0	90	6.07
PRX	85502633	2	8.29	0	6.7	0	25.99	0	12.68	0	0	90	6.7
PRX	85602469	2	8.47	0	7.12	0	24.87	0	10.15	0	0	90	7.12
PRX	85702478	2	8.62	0	7.57	0	25.71	0	17.88	0	0	90	7.57
PRX	85802370	2	8.71	0	7.97	0	25.92	0	10.73	0	0	90	7.97
PRX	85902351	2	8.91	0	8.57	0	25.98	0	8.1	0	0	270	8.1
PRX	86002516	2	9.06	0	9.19	0	25.99	0	7.43	0	0	270	7.43
PRX	86102392	2	9.3	0	17.68	0	25.99	0	6.72	0	0	270	6.72
PRX	86202367	2	9.54	0	22.98	0	25.99	0	11.2	0	0	0	9.54
PRX	86302456	2	9.71	0	25.24	0	25.99	0	22.3	0	0	0	9.71
PRX	86403794	2	9.82	0	25.81	0	25.99	0	25.53	0	0	0	9.82
PRX	86502509	2	9.98	0	25.95	0	25.07	0	20.05	0	0	0	9.98
PRX	86602806	2	10.12	0	25.98	0	25.76	0	7.41	0	0	270	7.41
PRX	86702459	2	10.13	0	25.99	0	25.94	0	15.74	0	0	0	10.13
PRX	86802483	2	10.05	0	25.99	0	25.98	0	6.03	0	0	270	6.03
PRX	86902474	2	9.8	0	25.99	0	25.99	0	9.39	0	0	270	9.39
PRX	87002652	2	9.68	0	25.99	0	25.99	0	15.97	0	0	0	9.68
PRX	87102448	2	9.38	0	25.99	0	25.99	0	6.09	0	0	270	6.09
PRX	87202541	2	9.11	0	25.99	0	25.99	0	5.6	0	0	270	5.6
PRX	87302534	2	8.72	0	25.99	0	25.99	0	20.9	0	0	0	8.72
PRX	87402445	2	8.27	0	19.64	0	25.48	0	6.89	0	0	270	6.89
PRX	87502547	2	8.02	0	24.41	0	25.87	0	15.37	0	0	0	8.02
PRX	87602509	2	7.79	0	22.39	0	25.96	0	11.56	0	0	0	7.79
PRX	87702453	2	7.39	0	15.34	0	25.99	0	16.44	0	0	0	7.39
PRX	87802392	2	7.23	0	16.44	0	25.99	0	6.79	0	0	270	6.79
PRX	87902428	2	7.14	0	13.55	0	25.99	0	20.72	0	0	0	7.14
PRX	88002492	2	7	0	12.64	0	25.99	0	24.68	0	0	0	7
PRX	88102534	2	7.01	0	12.34	0	25.99	0	8.17	0	0	0	7.01
PRX	88202515	2	7.02	0	19.03	0	25.99	0	15.63	0	0	0	7.02
PRX	88302469	2	7.07	0	13.4	0	25.99	0	4.92	0	0	270	4.92
PRX	88402387	2	7.25	0	11.75	0	25.99	0	8.36	0	0	0	7.25
PRX	88502489	2	7.39	0	10.94	0	25.99	0	11.51	0	0	0	7.39
PRX	88602525	2	7.69	0	10.44	0	25.99	0	7.64	0	0	270	7.64
PRX	88702810	2	7.85	0	9.99	0	25.99	0	6.99	0	0	270	6.99
PRX	88802544	2	8.14	0	9.56	0	25.99	0	7.32	0	0	270	7.32
PRX	88903064	2	8.4	0	9.09	0	25.99	0	16.76	0	0	0	8.4
PRX	89002564	2	8.75	0	8.65	0	25.99	0	14.67	0	0	90	8.65
PRX	89102606	2	9.11	0	8.18	0	25.99	0	18.87	0	0	90	8.18
PRX	89202511	2	9.63	0	7.85	0	25.99	0	15.83	0	0	90	7.85
PRX	89302393	2	10.05	0	23.73	0	25.99	0	19.31	0	0	0	10.05
PRX	89402405	2	10.49	0	25.43	0	25.11	0	21.11	0	0	0	10.49
PRX	89502572	2	10.78	0	25.85	0	25.77	0	12.85	0	0	0	10.78
PRX	89602397	2	11.06	0	25.96	0	25.94	0	10.82	0	0	270	10.82
PRX	89702452	2	11.23	0	25.99	0	25.98	0	18.28	0	0	0	11.23
PRX	89802350	2	11.21	0	25.99	0	25.99	0	16.15	0	0	0	11.21
PRX	89902354	2	11.18	0	25.99	0	25.02	0	19.59	0	0	0	11.18
PRX	90002652	2	10.95	0	25.99	0	24.81	0	12.4	0	0	0	10.95
PRX	90102482	2	10.68	0	25.99	0	25.7	0	10.57	0	0	270	10.57
PRX	90202516	2	10.41	0	25.99	0	25.96	0	10.01	0	0	270	10.01
PRX	90303706	2	9.97	0	16.52	0	25.99	0	9.92	0	0	270	9.92
PRX	90402510	2	9.61	0	9.43	0	25.99	0	9.85	0	0	90	9.43
PRX	90502664	2	9.24	0	7.71	0	25.99	0	9.83	0	0	90	7.71
PRX	90602490	2	8.71	0	7.48	0	25.99	0	9.69	0	0	90	7.48
PRX	90702571	2	8.05	0	7.45	0	25.99	0	9.65	0	0	90	7.45
PRX	90802470	2	7.55	0	7.51	0	25.99	0	9.53	0	0	90	7.51
PRX	90902456	2	7.13	0	7.73	0	25.99	0	9.52	0	0	0	7.13
PRX	91002375	2	6.71	0	7.92	0	25.99	0	8.96	0	0	0	6.71
PRX	91103605	2	6.43	0	8.15	0	25.99	0	8.6	0	0	0	6.43
PRX	91202506	2	6.29	0	8.4	0	25.99	0	17.21	0	0	0	6.29
PRX	91302395	2	6.18	0	8.63	0	25.99	0	19.26	0	0	0	6.18
PRX	91402494	2	6.16	0	9.04	0	25.99	0	15.06	0	0	0	6.16
PRX	91502479	2	6.12	0	9.21	0	25.99	0	9.1	0	0	0	6.12
PRX	91602467	2	6.15	0	9.76	0	25.99	0	21.77	0	0	0	6.15
PRX	91702473	2	6.31	0	10.01	0	25.99	0	12.69	0	0	0	6.31
PRX	91802760	2	6.54	0	10.35	0	25.99	0	17.64	0	0	0	6.54
PRX	91902413	2	6.88	0	10.65	0	25.99	0	23.91	0	0	0	6.88
PRX	92002447	2	7.19	0	10.9	0	25.99	0	19.8	0	0	0	7.19
PRX	92102505	2	7.51	0	11.24	0	25.99	0	24.45	0	0	0	7.51
PRX	92202574	2	7.77	0	11.55	0	25.99	0	7.93	0	0	0	7.77
PRX	92302537	2	8.54	0	18.84	0	25.99	0	21.48	0	0	0	8.54
PRX	92402464	2	8.84	0	16.4	0	25.99	0	13.43	0	0	0	8.84
PRX	92502609	2	9.29	0	23.6	0	25.99	0	12.45	0	0	0	9.29
PRX	92602489	2	9.69	0	18.53	0	25.99	0	11.33	0	0	0	9.69
PRX	92702452	2	10.11	0	24.13	0	23.02	0	4.68	0	0	270	4.68
PRX	92802495	2	10.49	0	25.53	0	25.25	0	3.83	0	0	270	3.83
PRX	92902583	2	10.84	0	25.88	0	25.81	0	9.32	0	0	270	9.32
PRX	93002444	2	11.2	0	25.97	0	22.58	0	4.54	0	0	270	4.54
PRX	93102435	2	11.29	0	25.99	0	24.43	0	9.57	0	0	270	9.57
PRX	93202388	2	11.48	0	25.99	0	24.47	0	23.94	0	0	0	11.48
PRX	93302490	2	11.48	0	25.99	0	25.61	0	14.1	0	0	0	11.48
PRX	93403384	2	11.24	0	25.99	0	23.73	0	6.88	0	0	270	6.88
PRX	93503287	2	18.63	0	25.99	0	25.43	0	5.2	0	0	270	5.2
PRX	93603397	2	12.81	0	25.99	0	25.85	0	4.99	0	0	270	4.99
PRX	93702371	2	11.01	0	25.99	0	25.96	0	5.15	0	0	270	5.15
PRX	93802545	2	9.95	0	25.99	0	25.99	0	5.48	0	0	270	5.48
PRX	93902357	2	9.44	0	20.33	0	25.99	0	5.85	0	0	270	5.85
PRX	94002564	2	8.71	0	12.86	0	25.99	0	6.16	0	0	270	6.16
PRX	94102524	2	8.14	0	10.78	0	25.99	0	6.8	0	0	270	6.8
PRX	94202429	2	7.63	0	9.93	0	25.99	0	7.18	0	0	270	7.18
PRX	94302416	2	7.12	0	9.19	0	25.99	0	7.65	0	0	0	7.12
PRX	94402476	2	6.62	0	8.76	0	25.99	0	8.1	0	0	0	6.62
PRX	94502672	2	6.06	0	8.37	0	25.99	0	8.57	0	0	0	6.06
PRX	94602397	2	5.66	0	7.84	0	25.99	0	9.08	0	0	0	5.66
PRX	94702390	2	5.5	0	7.24	0	25.99	0	9.49	0	0	0	5.5
PRX	94802403	2	5.42	0	6.8	0	25.99	0	9.97	0	0	0	5.42
PRX	94902457	2	5.36	0	6.49	0	25.99	0	9.78	0	0	0	5.36
PRX	95002492	2	5.37	0	6.18	0	25.99	0	14.43	0	0	0	5.37
PRX	95102522	2	5.45	0	5.95	0	25.99	0	15.52	0	0	0	5.45
PRX	95202420	2	5.64	0	5.85	0	25.99	0	18.7	0	0	0	5.64
PRX	95302364	2	5.85	0	5.81	0	25.99	0	20.48	0	0	90	5.81
PRX	95402431	2	6.23	0	5.84	0	25.99	0	24.62	0	0	90	5.84
PRX	95502473	2	6.56	0	5.98	0	25.99	0	25.65	0	0	90	5.98
PRX	95602466	2	6.97	0	6.19	0	25.99	0	25.95	0	0	90	6.19
PRX	95702549	2	7.38	0	6.46	0	25.99	0	25.98	0	0	90	6.46
PRX	95802486	2	7.68	0	6.77	0	25.99	0	25.99	0	0	90	6.77
PRX	95902528	2	7.97	0	7.21	0	25.99	0	25.99	0	0	90	7.21
PRX	96003644	2	8.22	0	7.77	0	25.99	0	13.47	0	0	90	7.77
PRX	96102542	2	8.42	0	8.23	0	25.46	0	22.86	0	0	90	8.23
PRX	96202399	2	9.05	0	8.96	0	25.86	0	15.99	0	0	90	8.96
PRX	96303089	2	9.27	0	9.57	0	25.65	0	8.11	0	0	270	8.11
PRX	96402625	2	9.6	0	17.93	0	25.91	0	6.49	0	0	270	6.49
PRX	96502810	2	9.86	0	20.19	0	25.97	0	5.67	0	0	270	5.67
PRX	96602495	2	10.01	0	24.54	0	24.21	0	5.02	0	0	270	5.02
PRX	96702353	2	10.19	0	25.63	0	23.63	0	15.36	0	0	0	10.19
PRX	96802468	2	10.43	0	25.9	0	22.65	0	17.58	0	0	0	10.43
PRX	96902368	2	10.45	0	25.97	0	24.14	0	12.54	0	0	0	10.45
PRX	97002397	2	10.42	0	25.99	0	24.8	0	16.85	0	0	0	10.42
PRX	97102477	2	10.27	0	25.99	0	25.7	0	4.89	0	0	270	4.89
PRX	97202494	2	10.07	0	25.99	0	25.92	0	3.56	0	0	270	3.56
PRX	97302983	2	9.85	0	25.99	0	25.98	0	3.24	0	0	270	3.24
PRX	97402470	2	9.51	0	25.99	0	25.99	0	3.44	0	0	270	3.44
PRX	97502693	2	9.19	0	25.99	0	25.99	0	3.55	0	0	270	3.55
PRX	97602555	2	8.45	0	16.13	0	25.99	0	3.67	0	0	270	3.67
PRX	97702431	2	8.06	0	19.79	0	25.99	0	3.77	0	0	270	3.77
PRX	97802458	2	7.67	0	14.18	0	25.99	0	4.25	0	0	270	4.25
PRX	97902496	2	7.25	0	19.61	0	25.99	0	4.6	0	0	270	4.6
PRX	98002550	2	6.92	0	17.21	0	25.99	0	4.99	0	0	270	4.99
PRX	98102480	2	6.56	0	20.17	0	25.99	0	5.39	0	0	270	5.39
PRX	98202397	2	6.19	0	20.81	0	25.99	0	5.74	0	0	270	5.74
PRX	98302467	2	5.95	0	12.87	0	25.99	0	6.27	0	0	0	5.95
PRX	98402354	2	5.72	0	10.75	0	25.99	0	16.26	0	0	0	5.72
PRX	98502558	2	5.61	0	13.52	0	25.99	0	9.69	0	0	0	5.61
PRX	98602443	2	5.48	0	9.89	0	25.99	0	12.59	0	0	0	5.48
PRX	98702455	2	5.44	0	8.56	0	25.99	0	11.13	0	0	0	5.44
PRX	98802509	2	5.57	0	7.96	0	25.99	0	17.97	0	0	0	5.57
PRX	98902689	2	5.74	0	7.5	0	25.99	0	23.99	0	0	0	5.74
PRX	99002463	2	5.91	0	7.17	0	25.99	0	25.49	0	0	0	5.91
PRX	99102451	2	6.13	0	6.88	0	25.99	0	21.8	0	0	0	6.13
PRX	99202507	2	6.24	0	6.55	0	25.99	0	24.95	0	0	0	6.24
PRX	99302547	2	6.36	0	6.2	0	25.99	0	18.07	0	0	90	6.2
PRX	99402484	2	6.48	0	5.98	0	25.99	0	16.5	0	0	90	5.98
PRX	99502535	2	6.61	0	5.81	0	25.99	0	17.39	0	0	90	5.81
PRX	99602426	2	6.74	0	5.67	0	25.99	0	12.75	0	0	90	5.67
PRX	99702333	2	6.85	0	5.52	0	25.99	0	11.85	0	0	90	5.52
PRX	99802493	2	7.02	0	5.42	0	25.99	0	11.84	0	0	90	5.42
PRX	99902938	2	7.16	0	5.35	0	25.99	0	22.46	0	0	90	5.35
PRX	100002461	2	7.32	0	5.27	0	25.99	0	21.53	0	0	90	5.27
PRX	100102395	2	7.37	0	5.26	0	25.99	0	14.14	0	0	90	5.26
PRX	100202406	2	7.39	0	5.23	0	25.99	0	11.99	0	0	90	5.23
PRX	100302635	2	7.38	0	5.13	0	25.99	0	11.8	0	0	90	5.13
PRX	100402432	2	7.4	0	5.06	0	25.99	0	11.79	0	0	90	5.06
PRX	100502571	2	7.41	0	5.06	0	25.99	0	11.88	0	0	90	5.06
PRX	100602446	2	7.41	0	5.05	0	25.99	0	11.84	0	0	90	5.05
PRX	100702459	2	7.37	0	5.04	0	25.99	0	11.9	0	0	90	5.04
PRX	100802450	2	7.37	0	5.06	0	25.99	0	11.9	0	0	90	5.06
PRX	100902437	2	7.4	0	5.04	0	25.99	0	11.81	0	0	90	5.04
PRX	101002462	2	7.38	0	5.03	0	25.99	0	11.86	0	0	90	5.03
PRX	101102745	2	7.38	0	5.03	0	25.99	0	11.84	0	0	90	5.03
PRX	101202805	2	7.38	0	5.02	0	25.99	0	11.82	0	0	90	5.02
PRX	101302736	2	7.38	0	5.01	0	25.99	0	11.82	0	0	90	5.01
PRX	101402365	2	7.38	0	5.01	0	25.99	0	11.82	0	0	90	5.01
PRX	101502576	2	7.39	0	4.99	0	25.3	0	11.87	0	0	90	4.99
PRX	101602358	2	7.37	0	5	0	25.82	0	11.82	0	0	90	5
PRX	101703111	2	7.37	0	5.03	0	25.97	0	11.85	0	0	90	5.03
PRX	101802454	2	7.4	0	5.03	0	25.99	0	11.83	0	0	90	5.03
PRX	101902437	2	7.42	0	5.01	0	25.99	0	11.81	0	0	90	5.01
PRX	102002440	2	7.41	0	5.01	0	25.99	0	11.77	0	0	90	5.01
PRX	102102417	2	7.4	0	5.01	0	25.99	0	11.91	0	0	90	5.01
PRX	102202509	2	7.36	0	5.02	0	25.99	0	11.85	0	0	90	5.02
