FMT	254	47	NKT1	QIffffffff	TimeUS	Cnt	IMUMin	IMUMax	EKFMin	EKFMax	AngMin	AngMax	VelMin	VelM
IMU	47622222	-0.0004268122	-0.001440203	0.002811751	0.22126	0.08836408	-9.941999	0	0	34.55639	1	1	999	999
IMU	47662226	0.001543459	0.00326491	-0.007809198	-0.03752079	0.3432736	-9.730474	0	0	34.54429	1	1	999	999
IMU	47702722	0.0005892314	0.0004856754	-0.001376972	0.01596653	0.0009977221	-9.706853	0	0	34.53241	1	1	999	999
IMU	47742590	0.0008381775	0.001349636	0.00660911	-0.09161435	-0.03681841	-9.727704	0	0	34.52131	1	1	999	999
IMU	47782217	0.0006897381	0.002738713	0.0008151204	0.0430664	0.03619169	-9.897682	0	0	34.50977	1	1	999	999
IMU	47822103	-0.002003049	-0.004366473	-0.004740968	0.6204848	0.1570127	-9.728202	0	0	34.4955	1	1	999	999
IMU	47862227	0.001664792	-0.003164765	0.004264736	0.1830226	0.1486961	-9.660056	0	0	34.47972	1	1	999	999
IMU	47902424	0.003899419	0.005718251	0.0005852891	-0.5033969	0.1259194	-9.907646	0	0	34.46215	1	1	999	999
IMU	47942236	0.001800987	0.001814944	-0.005615044	-0.2895154	0.01992603	-9.663308	0	0	34.44505	1	1	999	999
IMU	47982134	-0.00180243	-0.006870381	0.004341268	0.6622887	-0.001432504	-9.827143	0	0	34.42646	1	1	999	999
IMU	48022262	0.003447264	0.001410595	0.005263913	0.1497247	0.1950679	-9.900751	0	0	34.40812	1	1	999	999
IMU	48062038	0.002392005	0.006456889	-0.009584912	-0.3660457	0.09186626	-9.665648	0	0	34.38748	1	1	999	999
IMU	48102346	-0.000394067	-0.004268856	-0.00336915	0.25788	-0.01025271	-9.940387	0	0	34.36859	1	1	999	999
IMU	48142221	-0.0002195384	-0.003119271	0.01122921	0.3631448	0.1068718	-9.819628	0	0	34.34832	1	1	999	999
IMU	48182558	-0.0005918808	0.002521899	0.0001449786	0.1716019	0.01912219	-9.725131	0	0	34.32916	1	1	999	999
IMU	48222335	0.0002703996	0.0007543358	-0.009185147	0.1925832	0.2540005	-9.804953	0	0	34.31061	1	1	999	999
IMU	48262239	0.001631973	3.04E-05	0.0003064023	-0.3678129	0.1735628	-9.865711	0	0	34.29388	1	1	999	999
IMU	48302445	0.0002330974	0.0007575793	0.00444578	0.01155441	0.1090895	-9.76314	0	0	34.27866	1	1	999	999
IMU	48342094	-0.003719747	-0.006655401	0.001794991	0.686304	-0.05588885	-9.919761	0	0	34.26537	1	1	999	999
IMU	48382038	4.83E-05	-0.001332817	0.0002736024	0.4052996	0.02866822	-9.800401	0	0	34.25413	1	1	999	999
IMU	48422067	0.002814226	0.007668753	-0.003254457	-0.4163523	0.1390711	-9.819969	0	0	34.24393	1	1	999	999
IMU	48462016	-0.001167695	-0.0004806198	-0.0009075282	0.2283452	-0.01602966	-9.664641	0	0	34.23532	1	1	999	999
IMU	48502518	-0.001383689	-0.005415098	0.008429063	0.6186807	-0.03253777	-9.855004	0	0	34.22865	1	1	999	999
IMU	48542118	-0.0004171951	0.002030888	0.003403407	-0.04822871	-0.126318	-9.783023	0	0	34.22281	1	1	999	999
IMU	48582095	0.002476446	0.002528878	-0.009159388	-0.005332874	0.1902077	-9.773542	0	0	34.21624	1	1	999	999
IMU	48622735	0.0003258038	-0.003743268	-0.001975317	0.2733349	0.2677033	-9.869579	0	0	34.21004	1	1	999	999
IMU	48662128	7.12E-05	0.001410151	0.008843144	-0.2603738	-0.03772785	-9.901022	0	0	34.20266	1	1	999	999
IMU	48702388	-0.001900375	0.004312419	0.001579219	-0.006906065	0.198357	-9.932891	0	0	34.19537	1	1	999	999
IMU	48742547	0.0003441567	-0.004124127	-0.004863037	0.6683812	0.01280101	-9.775335	0	0	34.18868	1	1	999	999
IMU	48781982	0.003517325	-0.001985907	0.002035557	-0.02333163	0.07129571	-9.633346	0	0	34.1821	1	1	999	999
IMU	48822092	0.0006236051	0.005922085	0.000483369	-0.51271	0.07084961	-9.887312	0	0	34.17565	1	1	999	999
IMU	48862104	-0.0007702471	-0.002128338	-0.0006783608	0.3913729	-0.07677824	-9.801416	0	0	34.16803	1	1	999	999
IMU	48902426	-0.001101549	-0.006104379	0.0022245	0.6340814	0.05406716	-9.668171	0	0	34.16007	1	1	999	999
IMU	48942265	0.00183991	0.001688423	0.002536879	-0.06560963	0.08958951	-9.803826	0	0	34.15213	1	1	999	999
IMU	48982093	0.0004445917	0.003506061	-0.004083231	-0.2048014	0.01067531	-9.814939	0	0	34.14434	1	1	999	999
IMU	49022102	-0.0004339628	-0.004273176	0.0002074201	0.03573684	0.1787104	-9.760246	0	0	34.13768	1	1	999	999
IMU	49062326	-0.002451935	-0.0002763893	0.006478628	0.2084463	0.1190558	-10.03782	0	0	34.13105	1	1	999	999
IMU	49102459	-0.001317806	-0.000654402	0.0006289321	0.5365912	0.03422464	-9.646566	0	0	34.12556	1	1	999	999
IMU	49142320	0.0007444518	-0.003719045	-0.005449263	0.1461521	0.1069312	-9.89329	0	0	34.11981	1	1	999	999
IMU	49182091	0.005178694	0.00391529	-0.001879838	-0.551799	0.03563748	-9.848351	0	0	34.11441	1	1	999	999
IMU	49222278	0.002240502	0.0002204984	0.001523143	-0.03923378	0.01837562	-9.737089	0	0	34.10923	1	1	999	999
IMU	49262224	-0.002500549	-0.007499133	0.004937497	0.8390163	-0.1041991	-9.738946	0	0	34.10518	1	1	999	999
IMU	49302467	-0.0005220805	0.002229215	-0.0009893568	-0.03928119	0.07573324	-9.739826	0	0	34.10024	1	1	999	999
IMU	49342306	-0.002856435	0.003278475	0.001082278	0.5445538	-0.04722311	-9.715688	0	0	34.09531	1	1	999	999
IMU	49382226	0.001589556	0.0033783	-0.004316749	0.2999887	-0.06062679	-9.157022	0	0	34.09078	1	1	999	999
IMU	49422129	0.006253197	0.003926401	-0.0003048195	0.4597052	0.447934	-9.072077	0	0	34.08603	1	1	999	999
IMU	49462674	-0.003057279	0.002547842	-0.002722894	1.322902	-0.6271194	-11.08322	0	0	34.08027	1	1	999	999
IMU	49503725	-0.0081815	0.0116106	0.02135031	-0.4944901	1.444417	-8.152745	0	0	34.07288	1	1	999	999
IMU	49542115	0.001962777	-0.002254669	-0.008254891	-0.3473354	-2.016108	-11.5528	0	0	34.06388	1	1	999	999
IMU	49582156	-0.004199833	-0.003672446	0.005029219	1.664882	-3.787015	-11.28174	0	0	34.05349	1	1	999	999
IMU	49622378	0.01679403	-0.03527384	0.003872422	0.1627706	-3.938331	-10.44132	0	0	34.04269	1	1	999	999
IMU	49662108	0.01165346	-0.004616244	0.02450676	-1.300688	0.4474061	-9.357261	0	0	34.03014	1	1	999	999
IMU	49702551	0.03083035	-0.01939198	-0.001212723	-0.1305051	0.8598068	-11.3189	0	0	34.01506	1	1	999	999
IMU	49742328	0.0769468	-0.006017792	-0.02007612	-0.387355	1.135838	-9.616525	0	0	33.99734	1	1	999	999
IMU	49782319	0.08342098	0.004214005	-0.05322791	1.177695	-2.430971	-11.11161	0	0	33.97789	1	1	999	999
IMU	49822069	0.06409018	-0.2806309	-0.07616045	1.137465	-1.675593	-11.91124	0	0	33.95702	1	1	999	999
IMU	49862246	0.08637467	-0.9035044	-0.1064405	1.358226	1.879116	-10.0903	0	0	33.93364	1	1	999	999
IMU	49902461	0.07479584	-0.9682873	-0.08930338	-0.5122121	-1.317125	-10.35674	0	0	33.90681	1	1	999	999
IMU	49942341	0.02864088	-0.6684735	-0.09190303	-0.0408704	2.930283	-9.123099	0	0	33.87851	1	1	999	999
IMU	49982242	0.04158666	-0.5003003	-0.08863296	0.3370448	-3.481086	-10.05669	0	0	33.84759	1	1	999	999
IMU	50022456	-0.09606926	-0.3219419	-0.08579241	-0.4777136	2.555998	-10.85073	0	0	33.81409	1	1	999	999
IMU	50062048	-0.05180009	-0.2557909	-0.09532177	0.2318173	-1.139859	-9.757807	0	0	33.78011	1	1	999	999
IMU	50102410	0.02413887	-0.1099064	-0.08529916	0.4130902	-0.2388694	-10.75435	0	0	33.74765	1	1	999	999
IMU	50142302	0.05308919	-0.02599118	-0.08590379	-0.9696623	1.059926	-9.721668	0	0	33.71762	1	1	999	999
IMU	50182225	0.06376672	0.003206238	-0.08409632	0.5912043	-0.8181447	-10.30564	0	0	33.69117	1	1	999	999
IMU	50222417	0.03021215	0.02443073	-0.08229311	0.2144071	-1.086145	-10.54274	0	0	33.66684	1	1	999	999
IMU	50262306	-0.02561834	0.04060722	-0.07432099	-0.3845884	2.477125	-10.319	0	0	33.64659	1	1	999	999
IMU	50302481	0.01544659	0.03012296	-0.06082103	-0.1579788	-2.051963	-9.437008	0	0	33.63007	1	1	999	999
IMU	50342230	0.03700179	0.04968794	-0.04564958	-0.1427383	1.458529	-10.45827	0	0	33.61703	1	1	999	999
IMU	50382120	0.02775902	0.06086262	-0.02873589	-0.3180729	0.9979618	-10.26114	0	0	33.60649	1	1	999	999
IMU	50422066	0.005609664	0.05892389	-0.02090687	-0.4372316	1.190204	-9.308242	0	0	33.59908	1	1	999	999
IMU	50462045	0.01104487	0.05604913	-0.009146659	0.5194873	-2.325221	-10.36099	0	0	33.59418	1	1	999	999
IMU	50502423	0.001689498	0.07757086	0.001681401	-0.6383362	-0.1986659	-10.77235	0	0	33.59078	1	1	999	999
IMU	50542217	0.00526257	0.101315	0.01517944	-0.4340797	1.675273	-9.910753	0	0	33.58924	1	1	999	999
IMU	50582671	0.02938923	0.1087728	0.01807157	0.9266328	0.0923627	-9.147438	0	0	33.58973	1	1	999	999
IMU	50622226	0.01798506	0.1083836	0.02574873	-1.61254	-0.3407119	-10.46525	0	0	33.59076	1	1	999	999
IMU	50662131	-0.01621436	0.1244308	0.02945005	-0.1876832	2.647582	-9.416883	0	0	33.59177	1	1	999	999
IMU	50702481	-0.01186897	0.07099682	0.03283743	-0.2361494	-2.111526	-8.916232	0	0	33.59241	1	1	999	999
IMU	50742393	-0.02782005	-0.02553156	0.03173503	-0.6815923	0.5628616	-10.22556	0	0	33.5927	1	1	999	999
IMU	50782248	-0.03509113	-0.01517726	0.02545284	0.6302708	1.07872	-8.914146	0	0	33.59055	1	1	999	999
IMU	50822256	-0.01046552	0.04524691	0.03102618	-1.786169	-2.031258	-9.598881	0	0	33.58471	1	1	999	999
IMU	50862224	-0.02765654	0.1977007	0.02543916	0.6819354	1.7555	-9.85911	0	0	33.57673	1	1	999	999
IMU	50902441	-0.0258388	0.2882658	0.02100415	-0.9183888	-0.2971009	-8.766734	0	0	33.56693	1	1	999	999
IMU	50942220	-0.001338368	0.1552938	0.005791876	-0.7961721	-1.746072	-9.321659	0	0	33.5562	1	1	999	999
IMU	50982122	-0.03361325	-0.1061758	-0.006334355	0.03509344	-0.3273641	-10.41297	0	0	33.54505	1	1	999	999
IMU	51022232	-0.06384952	-0.08374052	-0.00778609	-0.6469606	2.209666	-9.690948	0	0	33.53473	1	1	999	999
IMU	51062215	-0.3834068	0.2531539	-0.009979716	0.4687683	-1.972947	-9.468549	0	0	33.52499	1	1	999	999
IMU	51102484	-0.6131611	0.4900634	-0.005512584	-0.2602313	2.282158	-9.670866	0	0	33.51589	1	1	999	999
IMU	51142307	-0.4163595	0.5858022	-0.01215831	-0.7972212	-0.9961877	-8.657001	0	0	33.50819	1	1	999	999
IMU	51182119	-0.2121834	0.6788168	-0.01810502	-0.4942005	-1.847377	-9.495602	0	0	33.50114	1	1	999	999
IMU	51222260	-0.1138887	0.6785645	-0.02336956	0.3726941	2.898001	-9.959555	0	0	33.49522	1	1	999	999
IMU	51262339	-0.06196769	0.6343121	-0.02080523	-0.5585825	-0.9219762	-8.627585	0	0	33.49002	1	1	999	999
IMU	51302493	-0.005838308	0.5292911	-0.01357957	-0.7999526	-1.133694	-8.85446	0	0	33.48455	1	1	999	999
IMU	51342234	0.00628798	0.4552615	-0.01259856	-0.5352337	0.2889809	-10.52919	0	0	33.47818	1	1	999	999
IMU	51382219	-0.0009749337	0.3964775	-0.01675397	0.3688537	1.59207	-9.351495	0	0	33.46909	1	1	999	999
IMU	51422066	-0.002649536	0.3496369	-0.01881729	-0.3618222	-1.069272	-8.598202	0	0	33.4586	1	1	999	999
IMU	51462008	-0.01864639	0.3323223	-0.01491592	-0.9904089	-0.5296454	-9.801797	0	0	33.44703	1	1	999	999
IMU	51502445	0.003847986	0.1636175	0.03784778	-1.642192	-0.8683451	-9.560773	0	0	33.43478	1	1	999	999
IMU	51542261	0.1125399	-0.3877593	-0.2442824	-7.13754	4.714692	-8.72104	0	0	33.42263	1	1	999	999
IMU	51582237	0.1301005	0.2053187	0.01732039	-13.282	-0.2378214	-11.16124	0	0	33.41116	1	1	999	999
IMU	51622253	-0.04836866	-0.03909629	0.06154699	-7.043393	-0.786049	-10.9601	0	0	33.40057	1	1	999	999
IMU	51662214	-0.09060889	-0.1496783	0.01955454	-2.466884	-1.383806	-12.25765	0	0	33.39124	1	1	999	999
IMU	51702402	0.1012173	0.3300818	0.1339238	1.498589	-0.0789232	-10.53557	0	0	33.38295	1	1	999	999
IMU	51742247	0.228712	-0.08747841	0.1403605	1.129323	1.539475	-10.73553	0	0	33.37587	1	1	999	999
IMU	51782075	0.04758053	-0.2331815	0.1122052	-0.8740225	-0.1718115	-8.648357	0	0	33.37026	1	1	999	999
IMU	51822229	-0.04315491	-0.1945176	0.07585217	0.7096543	1.298767	-10.92819	0	0	33.36618	1	1	999	999
IMU	51862041	-0.01131146	-0.1426769	0.04126355	1.208897	2.886937	-9.639161	0	0	33.3634	1	1	999	999
IMU	51902529	0.02979861	-0.1510873	0.02176929	-0.1169463	-3.203511	-9.981087	0	0	33.36172	1	1	999	999
IMU	51942250	-0.002089587	-0.1387345	0.01025402	-0.4522621	2.035113	-10.61483	0	0	33.36089	1	1	999	999
IMU	51982309	-0.00193892	-0.1523887	-0.003595818	-0.7772396	0.8969072	-9.050527	0	0	33.36086	1	1	999	999
IMU	52022109	0.01416322	-0.1728383	-0.01307938	0.9477373	-0.8068724	-10.43321	0	0	33.36252	1	1	999	999
IMU	52062024	0.01485591	-0.1636382	-0.02289401	1.153557	2.312486	-9.897058	0	0	33.36782	1	1	999	999
IMU	52102417	0.0407182	-0.1791717	-0.02166468	-0.0202118	-2.812609	-10.19269	0	0	33.37545	1	1	999	999
IMU	52142207	0.02481597	-0.1522217	-0.02624097	-0.5525067	0.3596394	-10.42928	0	0	33.38451	1	1	999	999
IMU	52182036	0.01375813	-0.1543495	-0.02310225	-0.09420184	0.8387069	-9.166593	0	0	33.39542	1	1	999	999
IMU	52222292	-0.003406381	-0.1515781	-0.02372867	0.889733	1.01945	-10.10234	0	0	33.40728	1	1	999	999
IMU	52262276	-0.02742147	-0.1704455	-0.01950167	1.209545	1.351796	-9.237987	0	0	33.42088	1	1	999	999
IMU	52302462	-0.02422148	-0.1929514	-0.01054636	-0.05945876	-2.446254	-10.11772	0	0	33.43386	1	1	999	999
IMU	52342240	-0.05632008	-0.1773242	-0.009275745	-0.4135977	1.057413	-9.751749	0	0	33.44611	1	1	999	999
IMU	52382328	-0.04721737	-0.1810687	0.000725581	0.1608474	-0.6797131	-9.754091	0	0	33.457	1	1	999	999
IMU	52422245	-0.05179064	-0.1600525	0.0005493703	1.15843	1.366207	-9.601105	0	0	33.46654	1	1	999	999
IMU	52462169	-0.05574741	-0.2000018	0.0006098626	1.105993	0.05601668	-9.509723	0	0	33.47475	1	1	999	999
IMU	52502544	-0.0648496	-0.1930695	0.0006953614	-0.2436434	-1.846115	-9.997341	0	0	33.48152	1	1	999	999
IMU	52542220	-0.05457218	-0.1724234	0.002357133	-0.3673936	1.479681	-10.05181	0	0	33.48685	1	1	999	999
IMU	52582120	-0.03916793	-0.176579	0.005428794	-0.4452896	-0.640452	-9.74803	0	0	33.49094	1	1	999	999
IMU	52622213	-0.04292582	-0.1559857	0.008489359	1.883314	2.011506	-10.03229	0	0	33.49386	1	1	999	999
IMU	52662229	-0.03386128	-0.1703145	0.01042827	-0.2715988	-2.561125	-9.434278	0	0	33.49594	1	1	999	999
IMU	52702451	-0.05778081	-0.1740495	0.01341129	0.1850646	1.816584	-10.21942	0	0	33.49717	1	1	999	999
IMU	52742411	-0.02899311	-0.1985003	0.01812128	-0.5919877	-0.683059	-9.558576	0	0	33.49832	1	1	999	999
IMU	52782264	-0.03594658	-0.1822152	0.01380568	1.745741	1.871734	-10.01655	0	0	33.49963	1	1	999	999
IMU	52822234	-0.02468372	-0.2031875	0.01728552	0.02612075	-1.33022	-8.935408	0	0	33.50051	1	1	999	999
IMU	52862130	-0.02623479	-0.1718547	0.01670864	-0.1104225	-0.4627781	-9.910933	0	0	33.50089	1	1	999	999
IMU	52902482	-0.03334727	-0.1909122	0.02116793	-0.6796138	1.681732	-9.615327	0	0	33.50091	1	1	999	999
IMU	52942260	-0.02786407	-0.2153856	0.01576181	1.46525	-0.2940583	-10.00111	0	0	33.50182	1	1	999	999
