FMT	254	47	NKT1	QIffffffff	TimeUS	Cnt	IMUMin	IMUMax	EKFMin	EKFMax	AngMin	AngMax	VelMin	VelM
IMU	52982235	0.2128971	-0.2264736	0.01433911	0.959442	1.683437	-10.21017	0	0	33.50346	1	1	999	999
IMU	53022132	0.5611469	-0.1817684	0.02387769	-0.8552713	-0.7918099	-9.466444	0	0	33.50551	1	1	999	999
IMU	53062254	0.4900146	-0.08106077	0.02312199	0.3081278	2.357406	-10.37202	0	0	33.50735	1	1	999	999
IMU	53102564	0.3067063	-0.05118039	0.02630351	0.8705744	-1.444483	-9.131534	0	0	33.50924	1	1	999	999
IMU	53142249	0.1730171	-0.009482505	0.02141909	1.342183	0.5401639	-10.88581	0	0	33.5113	1	1	999	999
IMU	53182041	0.1403256	-0.03314549	0.02792815	-1.328476	-1.988546	-8.656448	0	0	33.51394	1	1	999	999
IMU	53222343	0.1218834	-0.01906513	0.02085422	-0.1365303	0.0247038	-11.03951	0	0	33.51665	1	1	999	999
IMU	53262235	0.08010697	-0.01278196	0.01457991	0.5251567	0.4817968	-8.947796	0	0	33.51928	1	1	999	999
IMU	53302486	0.05312012	0.006959407	0.00800762	0.5318443	-3.148726	-10.07976	0	0	33.52203	1	1	999	999
IMU	53342944	0.02166307	0.02339341	0.00634023	0.2714112	2.811476	-9.975351	0	0	33.52543	1	1	999	999
IMU	53382063	0.04133387	0.03273478	0.003204645	-1.26229	-2.63527	-9.686284	0	0	33.52911	1	1	999	999
IMU	53422034	0.009596641	0.07089404	-0.005130557	1.10716	3.151648	-10.40776	0	0	33.53195	1	1	999	999
IMU	53462097	0.008678316	0.04136024	-0.008316644	0.404938	-2.403298	-9.555791	0	0	33.53316	1	1	999	999
IMU	53502771	0.009579047	-0.1903248	-0.0170997	-1.307978	-0.6506778	-9.862881	0	0	33.53505	1	1	999	999
IMU	53542089	-0.02056692	-0.2658606	-0.02429853	0.8136078	2.959233	-10.70309	0	0	33.53637	1	1	999	999
IMU	53582213	0.0114942	-0.1798303	-0.02164806	0.1483964	-2.304953	-8.88449	0	0	33.53627	1	1	999	999
IMU	53622265	-0.03056667	-0.07795528	-0.02059255	-0.2107628	0.96706	-10.91265	0	0	33.53608	1	1	999	999
IMU	53662248	-0.01932126	-0.02628207	-0.02420688	-0.8014523	0.3069153	-8.967782	0	0	33.53379	1	1	999	999
IMU	53702483	-0.02196515	0.1052499	-0.02677109	-0.2383636	-0.5368688	-10.97458	0	0	33.53072	1	1	999	999
IMU	53742249	-0.03855316	0.2568099	-0.03414187	1.315075	2.80918	-9.828657	0	0	33.52672	1	1	999	999
IMU	53782074	-0.007578126	0.2872271	-0.03196701	-0.2169435	-1.649883	-9.707709	0	0	33.52217	1	1	999	999
IMU	53822240	0.1196029	0.2487601	-0.03316683	-1.617919	-0.972545	-9.735446	0	0	33.51738	1	1	999	999
IMU	53862191	0.5026321	0.2158815	-0.04882727	1.326667	1.274864	-10.99263	0	0	33.51272	1	1	999	999
IMU	53902440	0.5180536	0.1980586	-0.04861114	-0.0635508	0.2981468	-8.864747	0	0	33.50851	1	1	999	999
IMU	53942133	0.297816	0.142866	-0.05146942	-1.169932	-1.220359	-9.794346	0	0	33.50436	1	1	999	999
IMU	53982265	0.02752239	-0.09426768	-0.05642503	1.049396	1.475501	-10.62112	0	0	33.49941	1	1	999	999
IMU	54022647	0.03448572	-0.1393306	-0.05852955	0.7167763	0.8180813	-8.817566	0	0	33.49352	1	1	999	999
IMU	54062089	0.125392	0.02397964	-0.04745172	-1.083746	-1.97242	-9.808392	0	0	33.48764	1	1	999	999
IMU	54102550	0.1139447	0.2381054	-0.04370859	-0.9447724	0.1268173	-10.39363	0	0	33.47989	1	1	999	999
IMU	54142343	0.05233791	0.314469	-0.04329209	0.3396533	2.953568	-9.498455	0	0	33.47061	1	1	999	999
IMU	54182241	0.01961783	0.3569775	-0.04229587	0.7666786	-1.682509	-9.349179	0	0	33.45913	1	1	999	999
IMU	54222295	-0.02870566	0.3808477	-0.03723748	-1.228208	-1.549347	-10.05012	0	0	33.44653	1	1	999	999
IMU	54262365	-0.05995008	0.3642104	-0.03650609	0.02278309	3.326454	-10.32061	0	0	33.4336	1	1	999	999
IMU	54302527	-0.057314	0.3507465	-0.03548738	0.475518	-2.499079	-9.205413	0	0	33.42153	1	1	999	999
IMU	54342310	-0.08269672	0.3814533	-0.03736306	-1.274014	-0.9975325	-10.3792	0	0	33.41034	1	1	999	999
IMU	54382226	-0.07732875	0.3753551	-0.03598824	-0.9088909	-0.8084385	-10.95142	0	0	33.39892	1	1	999	999
IMU	54422233	-0.08542809	0.3472624	-0.03470514	1.081708	1.911962	-8.788803	0	0	33.38968	1	1	999	999
IMU	54462299	-0.0780789	0.299348	-0.02519686	0.3295736	0.03296548	-9.608013	0	0	33.38137	1	1	999	999
IMU	54502641	-0.07762276	0.2719173	-0.0188893	-1.575151	-3.434148	-9.228621	0	0	33.37405	1	1	999	999
IMU	54542245	-0.1113226	0.2484462	-0.01688761	-0.06746987	1.024536	-10.6516	0	0	33.36622	1	1	999	999
IMU	54582254	-0.133963	0.2475172	-0.01721701	1.965558	2.357999	-10.87413	0	0	33.35837	1	1	999	999
IMU	54622214	-0.1099519	0.2241605	-0.01026485	-0.9081424	0.18383	-8.555286	0	0	33.3499	1	1	999	999
IMU	54662302	-0.09847048	0.2034015	-0.001879174	-1.28467	0.1868882	-9.657902	0	0	33.3406	1	1	999	999
IMU	54702470	-0.1017521	0.1814475	0.003078831	-0.0555032	-3.034518	-10.02169	0	0	33.33064	1	1	999	999
IMU	54742363	-0.1299254	0.149104	0.008463793	0.7531034	1.509744	-10.59859	0	0	33.31956	1	1	999	999
IMU	54782261	-0.1133874	0.114306	0.01323027	-0.1718423	2.375042	-10.32422	0	0	33.30827	1	1	999	999
IMU	54822259	-0.09586816	0.09081956	0.01501411	-0.2563163	-0.4192104	-8.380661	0	0	33.29774	1	1	999	999
IMU	54862073	-0.102699	0.08889397	0.01349512	0.3039691	-2.292892	-9.728688	0	0	33.28709	1	1	999	999
IMU	54902445	-0.1222099	0.07897919	0.01403176	-0.7667249	-2.112076	-10.22694	0	0	33.27722	1	1	999	999
IMU	54942223	-0.1304287	0.07571879	0.01637252	0.7621044	3.541911	-10.67546	0	0	33.2682	1	1	999	999
IMU	54982338	-0.1536704	0.07268041	0.0201653	0.4622167	-0.2292775	-8.566743	0	0	33.25928	1	1	999	999
IMU	55022118	-0.3261493	0.08960654	0.02635447	-0.03168219	-2.430595	-9.817545	0	0	33.24937	1	1	999	999
IMU	55062034	-0.3284783	0.06329349	0.02502183	-0.8801059	0.1254348	-10.24109	0	0	33.23703	1	1	999	999
IMU	55102372	-0.218054	0.005003191	0.02377781	0.8594827	3.552672	-10.44335	0	0	33.22451	1	1	999	999
IMU	55142264	-0.05904554	-0.04172511	0.02644613	0.9068992	0.4380503	-8.681643	0	0	33.2114	1	1	999	999
IMU	55182215	0.03537009	-0.08714316	0.03132687	-1.124814	-3.352161	-9.598722	0	0	33.19765	1	1	999	999
IMU	55222269	0.01381909	-0.07684273	0.03059832	-0.7366428	-0.5584713	-10.5823	0	0	33.18499	1	1	999	999
IMU	55262326	-0.03907248	-0.07550719	0.02536241	0.8663002	1.957132	-10.35818	0	0	33.17275	1	1	999	999
IMU	55302444	-0.1741365	-0.07565241	0.0220798	1.225214	2.072532	-9.556947	0	0	33.16167	1	1	999	999
IMU	55342224	-0.1713904	-0.08923695	0.01967699	-0.395551	-3.944488	-9.387543	0	0	33.15172	1	1	999	999
IMU	55382129	-0.1397925	-0.09607279	0.02010333	-0.955217	0.76736	-11.15484	0	0	33.14352	1	1	999	999
IMU	55422222	-0.0403575	-0.08043274	0.01819131	0.8008191	1.295214	-8.874673	0	0	33.13708	1	1	999	999
IMU	55462130	-0.003851411	-0.1004933	0.02090014	1.001164	-1.233843	-9.766882	0	0	33.13183	1	1	999	999
IMU	55502473	-0.05482328	-0.09419253	0.01917419	0.1595546	-0.8665922	-10.24756	0	0	33.12817	1	1	999	999
IMU	55542030	-0.05927879	-0.09957869	0.02003315	-0.2602378	0.3005098	-10.01787	0	0	33.12626	1	1	999	999
IMU	55582208	-0.02814187	-0.1073216	0.02355698	-0.2392242	-0.03201795	-9.571198	0	0	33.12654	1	1	999	999
IMU	55622239	-0.03016099	-0.1061011	0.01622453	1.138374	0.6310554	-10.30668	0	0	33.13026	1	1	999	999
IMU	55662125	-0.03930669	-0.1178815	0.01565463	1.307148	2.048246	-10.01439	0	0	33.13741	1	1	999	999
IMU	55702520	-0.01774017	-0.1417551	0.01402485	-0.5620502	-3.230895	-8.846725	0	0	33.14637	1	1	999	999
IMU	55742351	-0.02214056	-0.1345033	0.01385208	-0.3396066	1.091249	-11.46963	0	0	33.15692	1	1	999	999
IMU	55782057	-0.006781061	-0.1416575	0.008509867	0.1534192	1.977772	-8.960826	0	0	33.16797	1	1	999	999
IMU	55822046	0.001613591	-0.138853	0.007901716	1.081273	-1.505713	-10.64372	0	0	33.17874	1	1	999	999
IMU	55862238	-0.01924068	-0.142288	0.009159952	0.4385859	0.7610722	-10.11023	0	0	33.19008	1	1	999	999
IMU	55902476	-0.01422936	-0.1633355	0.01579648	-0.6125642	-1.618981	-9.440778	0	0	33.20087	1	1	999	999
IMU	55942234	-0.007922005	-0.15759	0.01719495	-0.4802435	-0.6798404	-10.35227	0	0	33.21219	1	1	999	999
IMU	55982304	-0.01799879	-0.1362638	0.01752317	1.165098	3.000205	-9.584528	0	0	33.22269	1	1	999	999
IMU	56022221	-0.008396392	-0.1576577	0.02295323	-0.008346461	-2.263955	-9.651007	0	0	33.23155	1	1	999	999
IMU	56062152	-0.03296001	-0.1548709	0.02450161	0.2006711	0.9837266	-10.1563	0	0	33.2389	1	1	999	999
IMU	56102478	-0.03479198	-0.1892851	0.03682284	-0.9848027	-0.728969	-9.735699	0	0	33.24435	1	1	999	999
IMU	56142350	-0.02927662	-0.170117	0.03588105	0.8368212	0.7664813	-10.09808	0	0	33.2482	1	1	999	999
IMU	56182252	-0.03492608	-0.1654999	0.04056489	1.130387	1.477623	-10.01602	0	0	33.25102	1	1	999	999
IMU	56222385	-0.02426714	-0.1775801	0.04595457	0.4595255	-1.882304	-9.673961	0	0	33.25271	1	1	999	999
IMU	56262241	-0.04034421	-0.1672756	0.04883261	-0.4199788	0.5382577	-10.07859	0	0	33.25355	1	1	999	999
IMU	56302473	-0.04307236	-0.201913	0.05613631	-0.5937861	0.04755258	-9.85504	0	0	33.2541	1	1	999	999
IMU	56342218	-0.06657156	-0.1843287	0.05221092	1.491634	0.8649707	-9.175191	0	0	33.2542	1	1	999	999
IMU	56382352	-0.06594865	-0.2045174	0.05268478	0.2985569	-0.9806111	-9.30906	0	0	33.25432	1	1	999	999
IMU	56422132	-0.05060513	-0.1818396	0.05282871	-0.8283654	0.6539743	-9.072151	0	0	33.25428	1	1	999	999
IMU	56462041	-0.05036187	-0.1998045	0.04816604	0.5796435	0.907095	-9.559372	0	0	33.25429	1	1	999	999
IMU	56502446	-0.04798306	-0.2249611	0.04016638	0.6182107	-0.05934329	-10.22235	0	0	33.25488	1	1	999	999
IMU	56542042	0.08358707	-0.2308456	0.0389284	-0.6121223	0.2209385	-9.609797	0	0	33.25451	1	1	999	999
IMU	56582100	0.4879752	-0.208796	0.03631558	0.4287268	-0.34603	-10.74782	0	0	33.25423	1	1	999	999
IMU	56622120	0.5212781	-0.2378466	0.03044433	0.8398976	1.687734	-9.124031	0	0	33.25402	1	1	999	999
IMU	56662344	0.3622685	-0.2408133	0.03090343	0.2417315	-3.084379	-10.43334	0	0	33.25431	1	1	999	999
IMU	56702378	0.1982839	-0.1688481	0.02667169	-0.584866	2.71683	-10.01407	0	0	33.25547	1	1	999	999
IMU	56742263	0.1704604	-0.1403897	0.02291588	-0.2643574	-2.087806	-9.886351	0	0	33.25754	1	1	999	999
IMU	56782031	0.1317861	-0.07808208	0.01591991	1.709081	3.309556	-10.72767	0	0	33.25988	1	1	999	999
IMU	56822094	0.1173425	-0.06299564	0.01305378	-0.243313	-2.759149	-9.159188	0	0	33.26296	1	1	999	999
IMU	56862013	0.07338318	-0.02451183	0.009044005	-0.156742	0.919819	-10.81903	0	0	33.26552	1	1	999	999
IMU	56902363	0.04687935	-0.01388185	0.007251011	-0.1019263	0.6822159	-9.413117	0	0	33.26821	1	1	999	999
IMU	56942322	0.01378077	0.009376165	-0.004779302	0.6577436	-0.7884039	-9.868421	0	0	33.27039	1	1	999	999
IMU	56982248	-0.009982403	-0.0001566669	-0.007017929	-0.3883002	0.154618	-9.816423	0	0	33.27151	1	1	999	999
IMU	57022089	0.01370326	0.01065342	-0.01742703	-0.8076105	-1.718326	-9.715223	0	0	33.27061	1	1	999	999
IMU	57062082	-0.0009534822	0.0164835	-0.02391776	0.4430763	2.798254	-10.22278	0	0	33.26831	1	1	999	999
IMU	57102416	0.0155389	0.02849864	-0.02720203	0.4761349	-2.544003	-9.246054	0	0	33.26558	1	1	999	999
IMU	57142199	-0.006289819	0.05025317	-0.03199236	-0.01912822	0.4062353	-10.75417	0	0	33.26274	1	1	999	999
IMU	57182063	-7.77E-05	0.03061092	-0.02808623	-1.177347	0.5077207	-9.03591	0	0	33.25994	1	1	999	999
IMU	57222114	0.01347631	0.07366323	-0.03389379	1.131781	-0.863823	-10.39326	0	0	33.25668	1	1	999	999
IMU	57262037	-0.008727467	0.08124123	-0.03417145	0.6793273	2.095721	-10.15177	0	0	33.25321	1	1	999	999
IMU	57302507	0.00456307	0.07935573	-0.03046353	-1.190427	-2.318819	-9.834504	0	0	33.24953	1	1	999	999
IMU	57342128	-0.01719755	0.09052586	-0.03334393	1.332354	4.027094	-10.18213	0	0	33.24555	1	1	999	999
IMU	57382096	0.01639886	0.07940955	-0.03542014	-0.1345053	-3.194904	-8.831448	0	0	33.24142	1	1	999	999
IMU	57422016	0.006602827	0.09623936	-0.03446105	-1.231192	-1.212052	-10.63746	0	0	33.23646	1	1	999	999
IMU	57462122	0.04169868	0.1172955	-0.03892941	0.5804476	2.04823	-9.640239	0	0	33.23037	1	1	999	999
IMU	57502546	0.3919028	0.09788681	-0.04264585	-0.275475	-2.059562	-9.28476	0	0	33.2235	1	1	999	999
IMU	57542235	0.5667528	0.1226786	-0.04837988	-0.8526402	-0.7617273	-10.12258	0	0	33.21526	1	1	999	999
IMU	57582254	0.3965157	0.130272	-0.05645135	0.3636651	3.125441	-10.07394	0	0	33.20649	1	1	999	999
IMU	57622262	0.2254298	0.1149224	-0.06408761	0.4225635	-3.254143	-9.534613	0	0	33.1968	1	1	999	999
IMU	57662221	0.1111073	0.1046144	-0.07051493	0.04516513	1.753761	-10.41048	0	0	33.186	1	1	999	999
IMU	57702464	0.08633772	0.08067479	-0.06828272	-0.489392	-0.2344253	-9.721379	0	0	33.17489	1	1	999	999
IMU	57742375	0.04374803	0.07808586	-0.06857803	-0.169664	-0.8841962	-9.842493	0	0	33.16384	1	1	999	999
IMU	57782255	-0.01183551	0.08283284	-0.07276163	0.9383199	1.578992	-10.70637	0	0	33.15284	1	1	999	999
IMU	57822254	-0.01693838	0.1240047	-0.06773545	-1.665454	-1.499891	-8.6532	0	0	33.14317	1	1	999	999
IMU	57862121	-0.0582731	0.1935499	-0.07054227	1.330856	2.918164	-10.63755	0	0	33.13545	1	1	999	999
IMU	57902465	-0.07788088	0.220174	-0.07185352	1.227489	1.009204	-9.26967	0	0	33.12859	1	1	999	999
IMU	57942222	-0.07510315	0.2134652	-0.05897699	-1.710899	-1.02323	-9.187326	0	0	33.12304	1	1	999	999
IMU	57982246	-0.07074454	0.2504839	-0.05562808	-0.02568278	-0.4619252	-10.28645	0	0	33.11819	1	1	999	999
IMU	58022249	-0.1033637	0.2678936	-0.04725446	0.5431969	1.642785	-9.750357	0	0	33.11344	1	1	999	999
IMU	58062051	-0.1030166	0.2479374	-0.03380284	-0.8944445	-0.254903	-9.382688	0	0	33.10675	1	1	999	999
IMU	58102459	-0.08257613	0.241561	-0.02717135	-0.447025	-1.298704	-9.356633	0	0	33.09781	1	1	999	999
IMU	58142203	-0.09178811	0.2334426	-0.02983973	0.962724	1.399431	-10.67723	0	0	33.08671	1	1	999	999
IMU	58182069	-0.08845228	0.21269	-0.02710054	-0.3647161	0.6862336	-9.425117	0	0	33.07444	1	1	999	999
IMU	58222184	-0.09142916	0.1776903	-0.02517944	-0.8170968	0.4282166	-9.692413	0	0	33.06177	1	1	999	999
IMU	58262111	-0.08406521	0.1823729	-0.02743893	0.5834066	-2.248425	-10.0934	0	0	33.04945	1	1	999	999
IMU	58302493	-0.1163014	0.1695047	-0.01715887	-0.445096	0.5786182	-10.28831	0	0	33.03762	1	1	999	999
IMU	58342270	-0.1466852	0.1586285	-0.01214181	-0.09820627	1.56076	-9.945281	0	0	33.02674	1	1	999	999
IMU	58382081	-0.136218	0.1219816	-0.01455799	0.4750309	-1.064767	-8.915881	0	0	33.01595	1	1	999	999
IMU	58422029	-0.1271046	0.08873158	-0.02064135	-0.3677176	-2.03582	-10.59088	0	0	33.00467	1	1	999	999
IMU	58462059	-0.1221772	0.08611525	-0.02741917	-0.4899875	2.448958	-10.1693	0	0	32.99166	1	1	999	999
IMU	58502488	-0.1325854	0.0917148	-0.03429944	0.7301205	0.3888015	-9.63382	0	0	32.97663	1	1	999	999
IMU	58542057	-0.1840456	0.1330316	-0.04504382	0.5706902	-1.839061	-9.520284	0	0	32.96093	1	1	999	999
IMU	58582276	-0.2662504	0.1204542	-0.04924067	-1.2196	1.247808	-10.46833	0	0	32.94548	1	1	999	999
IMU	58622406	-0.2793897	0.0906764	-0.04991331	0.778378	1.62378	-9.235127	0	0	32.93031	1	1	999	999
IMU	58662232	-0.2517605	0.03044624	-0.04994148	0.6012251	-1.684632	-9.621695	0	0	32.91646	1	1	999	999
IMU	58702475	-0.2290134	-0.009582143	-0.05264026	-0.961441	-2.938407	-10.07862	0	0	32.90399	1	1	999	999
IMU	58742325	-0.2195478	-0.04086653	-0.04571318	-0.3049896	2.228806	-10.81046	0	0	32.89281	1	1	999	999
IMU	58782203	-0.2026922	-0.06051528	-0.04143424	0.9369591	2.934468	-9.365141	0	0	32.8814	1	1	999	999
IMU	58822030	-0.1888957	-0.09668391	-0.0363672	1.381259	0.7157579	-9.669456	0	0	32.87115	1	1	999	999
IMU	58862017	-0.1381571	-0.1117169	-0.02995051	-1.008363	-4.308609	-8.997248	0	0	32.85958	1	1	999	999
IMU	58902393	-0.1156683	-0.1008986	-0.01957878	0.1575899	2.936238	-10.87237	0	0	32.84893	1	1	999	999
IMU	58942225	-0.08852893	-0.09725396	-0.0181583	1.2396	1.87159	-8.952507	0	0	32.83698	1	1	999	999
IMU	58982251	-0.04836544	-0.1032198	-0.01456445	0.3427315	-1.277541	-9.629179	0	0	32.82397	1	1	999	999
IMU	59022215	-0.02132129	-0.1096236	-0.01106749	-0.8182133	-3.474946	-10.33054	0	0	32.8107	1	1	999	999
IMU	59062117	-0.02878087	-0.1024193	-0.007657458	-0.1706586	2.676975	-10.66459	0	0	32.7983	1	1	999	999
IMU	59102554	-0.01391457	-0.1044701	-0.01064787	0.457414	1.293628	-9.489861	0	0	32.78769	1	1	999	999
IMU	59142339	0.01106595	-0.1024016	-0.008245829	0.5019926	-0.3217711	-9.553917	0	0	32.77911	1	1	999	999
IMU	59182237	0.01730292	-0.1058058	-0.00336938	-0.1750004	-2.218524	-10.23657	0	0	32.77269	1	1	999	999
IMU	59222253	0.01346212	-0.1177176	0.008198038	-0.09888794	2.345333	-9.657791	0	0	32.76894	1	1	999	999
IMU	59262222	0.02066682	-0.1285477	0.01290221	-0.4210464	-1.437616	-9.579307	0	0	32.76924	1	1	999	999
IMU	59302508	0.009974245	-0.1048554	0.01059883	0.663645	0.8005009	-10.06413	0	0	32.77183	1	1	999	999
IMU	59342216	0.01106602	-0.1002732	0.01639753	0.4518412	1.377936	-10.43207	0	0	32.7764	1	1	999	999
IMU	59382217	0.02023286	-0.09934897	0.01767318	0.533986	-1.345496	-8.978444	0	0	32.78129	1	1	999	999
IMU	59422577	0.03732043	-0.1171663	0.02405806	-0.7295399	-2.562432	-10.56575	0	0	32.78672	1	1	999	999
IMU	59462984	0.01199637	-0.1104202	0.02438067	-0.07141088	2.289527	-9.460944	0	0	32.79206	1	1	999	999
IMU	59502536	0.01167218	-0.1288146	0.02878191	0.5126135	-0.06977327	-9.679726	0	0	32.79902	1	1	999	999
IMU	59542053	0.01051634	-0.1134499	0.01980592	1.122756	-1.172813	-9.896802	0	0	32.80682	1	1	999	999
IMU	59582032	-0.008280125	-0.1133714	0.01984178	-0.01974769	1.716156	-9.896931	0	0	32.81531	1	1	999	999
IMU	59622232	0.007223674	-0.115739	0.02438055	-0.3659767	-2.004279	-9.582125	0	0	32.82408	1	1	999	999
IMU	59662121	-0.006120601	-0.09313756	0.01861102	0.4879207	2.564722	-10.64377	0	0	32.83273	1	1	999	999
IMU	59702469	-0.002398375	-0.1064947	0.01533215	1.332814	1.364519	-8.74544	0	0	32.84081	1	1	999	999
IMU	59742496	0.001218688	-0.1206512	0.01699408	0.3816176	-1.819787	-9.527324	0	0	32.84816	1	1	999	999
IMU	59782244	0.000912374	-0.1250807	0.01435407	-0.3531887	1.101266	-10.48748	0	0	32.85537	1	1	999	999
IMU	59822122	0.01196622	-0.1128973	0.01205391	-0.2479483	1.93223	-9.220339	0	0	32.86285	1	1	999	999
IMU	59862110	0.01098841	-0.1148784	0.01111735	0.3265414	-1.929181	-10.02771	0	0	32.86869	1	1	999	999
IMU	59902433	-0.01175893	-0.09353033	0.005196812	1.35507	3.111412	-10.16194	0	0	32.87294	1	1	999	999
IMU	59942102	0.010584	-0.123612	0.006896982	-1.181027	-2.940712	-9.823164	0	0	32.87598	1	1	999	999
IMU	59982260	0.006361278	-0.1072436	-0.0004070995	-0.07532252	1.451883	-10.40459	0	0	32.87777	1	1	999	999
IMU	60022231	-0.002901868	-0.1216367	-0.003774948	0.3355692	1.951849	-9.954882	0	0	32.87888	1	1	999	999
IMU	60062269	-0.006468001	-0.1119489	-0.008080777	0.8854232	-1.825905	-9.477583	0	0	32.87957	1	1	999	999
IMU	60102493	-0.02049562	-0.09747174	-0.008394981	1.185557	1.096808	-11.09743	0	0	32.8806	1	1	999	999
IMU	60142223	-0.0008907854	-0.1164103	-0.005884917	-1.183227	-1.894287	-8.619046	0	0	32.8815	1	1	999	999
IMU	60182088	-0.02058115	-0.09374271	-0.004082893	-0.262829	-0.5004685	-10.63484	0	0	32.88248	1	1	999	999
IMU	60222080	-0.03089398	-0.08596551	-0.01240895	0.2538252	2.379212	-9.777997	0	0	32.88373	1	1	999	999
IMU	60262051	-0.008208888	-0.1012678	-0.01093633	0.6392055	-0.8028575	-9.547461	0	0	32.88467	1	1	999	999
IMU	60302505	0.2407552	-0.1018652	-0.0108551	-0.755087	-1.427627	-9.658984	0	0	32.88586	1	1	999	999
IMU	60342255	0.5568259	-0.1324717	-0.01077297	0.5392066	4.046567	-10.31725	0	0	32.88699	1	1	999	999
IMU	60382273	0.5242873	-0.13418	-0.005246107	0.5215543	-2.118712	-8.767775	0	0	32.8877	1	1	999	999
IMU	60422245	0.3175679	-0.08163837	-0.007289126	0.895137	2.23431	-10.61891	0	0	32.88871	1	1	999	999
IMU	60462322	0.2088883	-0.05344203	-0.0002765096	-0.5868236	-1.910074	-9.54434	0	0	32.89022	1	1	999	999
IMU	60502770	0.3279028	-0.01967871	0.0001320781	-0.9381242	-0.921576	-9.82342	0	0	32.89034	1	1	999	999
IMU	60542259	0.5480356	0.01643133	-0.003332677	1.409222	2.851243	-11.23185	0	0	32.88928	1	1	999	999
IMU	60582213	0.5880107	0.02258825	-0.002610617	0.3084619	0.5802305	-8.69857	0	0	32.88765	1	1	999	999
IMU	60622289	0.407131	0.03943326	-0.002727862	0.6274165	-1.461358	-10.83928	0	0	32.88575	1	1	999	999
IMU	60662219	0.2177398	0.05362075	-0.002965338	-0.4450393	0.3444659	-9.333328	0	0	32.88435	1	1	999	999
IMU	60702503	0.1190796	0.05556938	-0.0005160753	-1.59333	-0.5549548	-9.294724	0	0	32.88303	1	1	999	999
IMU	60742414	0.07980359	0.1079141	-0.004372347	0.5310913	-0.08780968	-10.62703	0	0	32.88162	1	1	999	999
IMU	60782215	0.0352002	0.1160685	-0.009620128	0.7110847	2.713786	-10.13334	0	0	32.88013	1	1	999	999
IMU	60822307	0.002065983	0.09146118	-0.01057548	-0.2481699	-1.856438	-9.80018	0	0	32.87858	1	1	999	999
IMU	60862253	-0.02131044	0.07783934	-0.008499131	-1.120654	-1.429457	-10.08136	0	0	32.87701	1	1	999	999
IMU	60902510	-0.06413355	0.07184781	-0.00951621	-0.2010756	1.502363	-11.20344	0	0	32.8757	1	1	999	999
IMU	60942254	-0.07020054	0.06963147	-0.009571497	1.070521	0.02515054	-8.841619	0	0	32.87447	1	1	999	999
IMU	60982235	-0.07308931	0.0649178	-0.007169708	-0.5076057	-1.538028	-10.01787	0	0	32.87297	1	1	999	999
IMU	61022297	-0.06889075	0.07627923	-0.007502447	-1.304087	-1.559523	-9.88616	0	0	32.87135	1	1	999	999
IMU	61062278	-0.07804079	0.09831838	-0.008169504	1.443338	2.851967	-9.589279	0	0	32.86999	1	1	999	999
IMU	61102484	-0.0643151	0.07878788	-0.002607628	-1.129102	-2.114072	-10.02443	0	0	32.86884	1	1	999	999
IMU	61142340	-0.06720261	0.09658933	0.001394819	-0.9921184	-0.5139338	-10.11308	0	0	32.8681	1	1	999	999
IMU	61182237	-0.07071146	0.1209002	0.006323986	-0.05620475	0.02778506	-10.67496	0	0	32.86703	1	1	999	999
IMU	61222265	-0.05973076	0.1271182	0.01276299	0.3706134	0.5479306	-8.926388	0	0	32.86365	1	1	999	999
IMU	61262353	-0.04368377	0.1108106	0.02690009	-1.07859	-0.6185446	-9.828506	0	0	32.85869	1	1	999	999
IMU	61302810	-0.04691437	0.1182134	0.03192798	0.1621858	-1.615084	-9.189035	0	0	32.85214	1	1	999	999
IMU	61342210	-0.03968239	0.1051338	0.03506779	-0.1310917	1.563514	-9.731459	0	0	32.84343	1	1	999	999
IMU	61382337	-0.008352548	0.08371243	0.04057761	0.393559	-0.2210341	-9.585286	0	0	32.83276	1	1	999	999
IMU	61422128	-0.000303547	0.1054581	0.03850779	0.6173589	-1.479868	-9.613671	0	0	32.82091	1	1	999	999
IMU	61462051	-0.002044117	0.08777701	0.03826198	-1.223944	1.212506	-10.46975	0	0	32.80896	1	1	999	999
IMU	61502915	0.004231937	0.07733913	0.03418183	-0.2060961	1.725355	-9.123015	0	0	32.79688	1	1	999	999
IMU	61542032	0.01288115	0.06243968	0.02991577	0.7613434	-1.609285	-9.982238	0	0	32.78627	1	1	999	999
IMU	61582231	0.002357473	0.06771815	0.02595676	-0.6923079	0.5428417	-9.526587	0	0	32.77683	1	1	999	999
IMU	61622114	0.004376389	0.07662099	0.02367645	-0.4400018	2.235108	-10.26036	0	0	32.76743	1	1	999	999
IMU	61662294	0.00860716	0.1000776	0.01703932	0.3953381	-2.664573	-9.407383	0	0	32.75906	1	1	999	999
IMU	61702503	-0.01633913	0.1105671	0.007705606	-0.4612653	2.228891	-9.768889	0	0	32.75005	1	1	999	999
IMU	61742379	-0.01654541	0.08591171	-0.001265644	-0.7556838	-0.2719063	-9.170134	0	0	32.73913	1	1	999	999
IMU	61782268	-0.02946375	0.08247031	-0.01942348	0.7245166	-0.7293824	-10.05537	0	0	32.72628	1	1	999	999
IMU	61822099	-0.04478198	0.07774132	-0.03326149	-0.0377249	-0.5924881	-10.36108	0	0	32.71406	1	1	999	999
