0 62
1 52
2 54
3 56
4 67
5 58
6 60
7 72
8 64
9 60
10 72
11 60
12 57
13 52
14 64
15 67
16 51
17 69
18 51
19 58
20 59
21 59
22 72
23 57
24 67
25 69
26 74
27 63
28 59
29 67
30 50
31 51
32 64
33 69
34 71
35 65
36 59
37 58
38 56
39 67
40 62
41 74
42 56
43 65
44 62
45 62
46 68
47 51
48 62
49 57
